repo,category,issue_number,issue_url,title,source,type,suggested_labels,difficulty,summary,why_good_first_issue,affected_files,repro_tier,repro_steps,repro_result,fix_hint,notes
prometheus-pushgateway-k8s-operator,charm,,,Fix stale requires-python (~=3.8) in pyproject.toml; charm targets Ubuntu 24.04 / Python 3.12,self-identified,cleanup,"good first issue, Type: Cleanup",easy,"pyproject.toml declares requires-python = ""~=3.8"" (line 6), but charmcraft.yaml builds on ubuntu@24.04 (Python 3.12) and the file is copyright 2025. Python 3.8 is EOL (Oct 2024). The stale, malformed specifier also makes uv emit a warning on every tox run.",Single-line change in one file; clear correct value (3.10+/3.12); no architecture knowledge needed; the wrong-vs-right is self-evident and tooling already flags it.,pyproject.toml:6 (requires-python); charmcraft.yaml (platforms: ubuntu@24.04:amd64),inspection,"1) grep -n requires-python pyproject.toml -> line 6: requires-python = ""~=3.8"". 2) grep platforms in charmcraft.yaml -> ubuntu@24.04:amd64 (Python 3.12). 3) Run tox -e unit and observe uv warning.","Observed: pyproject.toml:6 requires-python = ""~=3.8"". charmcraft.yaml platforms = ubuntu@24.04:amd64 (ships Python 3.12). tox -e unit emits: ""warning: The requires-python specifier (~=3.8) in prometheus-pushgateway-k8s uses the tilde specifier without a patch version. This will be interpreted as >=3.8, <4."" Expected: requires-python aligned with build base (e.g. >=3.10 or ~=3.12.0).","Change pyproject.toml line 6 to a valid, current floor matching the 24.04 base, e.g. requires-python = "">=3.10"" (or ~=3.12.0). Re-run tox -e unit to confirm the uv warning disappears.",Unit suite passes (27 passed) on the VM; this is purely a metadata correctness/cleanup fix. ops resolved = 2.21.1.
prometheus-pushgateway-k8s-operator,charm,,,Use modern ops main entrypoint: replace from ops.main import main with from ops import main,self-identified,cleanup,"good first issue, Type: Cleanup",easy,src/charm.py imports the deprecated entrypoint via from ops.main import main (line 24) and calls main(PrometheusPushgatewayK8SOperatorCharm) (line 355). ops>=2 recommends from ops import main; the ops.main.main symbol is the legacy form.,"Two-line, mechanical change in a single file; recommended modern API is unambiguous and matches house style across other COS charms; unit tests cover the charm so a regression would surface.","src/charm.py:24 (import), src/charm.py:355 (call)",inspection,1) grep -n 'ops.main' and 'main(' in src/charm.py -> line 24 from ops.main import main; line 355 main(PrometheusPushgatewayK8SOperatorCharm). 2) Compare against ops>=2 docs recommending from ops import main.,"Observed: src/charm.py:24 'from ops.main import main' and src/charm.py:355 'main(PrometheusPushgatewayK8SOperatorCharm)'. Expected (ops>=2, pinned ops 2.21.1): 'from ops import main'. The dependency floor is ops[tracing]>=2.2 (pyproject.toml line 9), so the modern form is available.",Replace line 24 with 'from ops import main'; the call on line 355 stays the same. Run tox -e unit and tox -e static to confirm.,Lower priority than the requires-python fix; both are tiny cleanups. Unit tests pass (27 passed).
canonical/prometheus-rock,rock,,,Bump Prometheus to v3.12.0 (currently pinned at v3.11.3),self-identified,version-bump,good-first-issue;enhancement,easy,"The newest rockcraft.yaml (3.11.3/rockcraft.yaml) pins Prometheus to v3.11.3, but upstream stable latest is v3.12.0. Bump version and source-tag, and create the matching version subdirectory.","Self-contained, mechanical version bump following the repo's existing per-version-subdirectory pattern; no architectural changes; clear upstream comparison.","3.11.3/rockcraft.yaml (version, source-tag); new 3.12.0/ subdirectory with rockcraft.yaml + spread tests",inspection,gh api repos/canonical/prometheus-rock/contents/3.11.3/rockcraft.yaml --jq .content | base64 -d; gh api repos/prometheus/prometheus/releases/latest --jq .tag_name,"rockcraft.yaml has version: ""3.11.3"" and source-tag: ""v3.11.3""; upstream releases/latest = v3.12.0 (prerelease=false, published 2026-05-28). Rock lags upstream stable by one minor release.","Create a 3.12.0/ directory mirroring 3.11.3/ (copy rockcraft.yaml + spread/), set version: ""3.12.0"" and source-tag: ""v3.12.0"". Verify build-snaps go/node versions still apply for v3.12.0.","Per-version subdirectory layout (2.x and 3.x dirs). Open issues #142/#139 are auto-generated CVE reports, not beginner-friendly. Issue #135 (run-user _daemon_) requires non-trivial debugging."
canonical/prometheus-rock,rock,,,Add goss smoke test for promtool binary presence/version,self-identified,goss-test-gap,good-first-issue;tests,easy,"The root goss.yaml checks the prometheus process and three HTTP endpoints but does not validate the promtool binary, which the rock explicitly installs and organizes to /usr/bin/promtool.","Small, well-scoped addition to an existing goss.yaml; easy to model on existing checks; teaches goss command/file checks.",goss.yaml,inspection,gh api repos/canonical/prometheus-rock/contents/goss.yaml --jq .content | base64 -d,"goss.yaml only has process:prometheus and three http: checks (config, buildinfo, targets). No command/file check for promtool, even though rockcraft organizes opt/prometheus/bin/promtool -> usr/bin/promtool.",Add a goss command check e.g. 'promtool --version' (exit-status 0) or a file check for /usr/bin/promtool existing and being executable.,Optional second pick; lower priority than the version bump.
prometheus-scrape-config-k8s-operator,charm,31,https://github.com/canonical/prometheus-scrape-config-k8s-operator/issues/31,No error while setting scrape_interval to an empty string (empty config silently breaks scrape jobs),existing-open-issue,bug,"good first issue, Type: Bug",easy,"Setting scrape_interval="""" (empty string) via juju config returns exit 0 and shows no error in juju status, but the empty value is pushed verbatim into every scrape job. Prometheus then rejects the config ('empty duration string') and the affected scrape job silently disappears. Root cause: _prometheus_configurations builds the override dict from self.model.config.items() (src/charm.py:136) and merges it into each job via job.update(config) (src/charm.py:143) without filtering empty values.","Well-scoped single-file bug with a clear repro in the issue and an obvious fix surface (one method, src/charm.py:125-155). No deep charm/architecture knowledge needed; existing unit tests already exercise this method, so a regression test slots straight in alongside test_change_scrape_interval.","src/charm.py:136 (config dict comprehension), src/charm.py:143 (job.update(config)); config schema in charmcraft.yaml (scrape_interval/scrape_timeout/proxy_url etc. are type=string with no default)",unit,"On VM: cloned repo, added a temp test mirroring tests/unit/test_charm.py::test_change_scrape_interval but with harness.update_config({'scrape_interval': ''}), then asserted the rendered downstream scrape_jobs. Ran: PYTHONPATH=.:lib:src uv run --frozen --isolated --extra=dev python -m pytest tests/unit/test_repro_empty.py -v -s.","REPRODUCED (unit). Output: 'RENDERED scrape_interval repr: """"' — i.e. jobs[0]['scrape_interval'] == '' (empty string present in the rendered job). Observed vs expected: observed = empty string propagated verbatim into the scrape job (key present, value ''); expected-after-fix = empty config value dropped so the key is absent (and/or a BlockedStatus surfaced). Baseline suite: 16 passed (tox -e unit). Matches the issue's prometheus error 'empty duration string'.","In _prometheus_configurations (src/charm.py:136) skip empty/whitespace-only string values when building config, e.g. config = {k: v for k, v in self.model.config.items() if k not in [...] and not (isinstance(v, str) and v.strip() == '')}. Optionally set BlockedStatus to surface an invalid empty value to the operator. Add a regression unit test asserting the key is absent when scrape_interval='' .","ops resolved 2.21.x; charm builds on Ubuntu 24.04. Issue still open & valid (labels Type: Bug, Status: Triage); not obsoleted by current code (no empty-value filtering exists, confirmed via grep)."
prometheus-scrape-config-k8s-operator,charm,,,Use modern ops main entrypoint: replace from ops.main import main with from ops import main,self-identified,cleanup,"good first issue, Type: Cleanup",easy,src/charm.py uses the deprecated entrypoint: from ops.main import main (line 24) and main(PrometheusScrapeConfigCharm) (line 173). ops>=2 recommends from ops import main.,Two-line mechanical change in a single file; modern API is unambiguous and matches house style across COS charms; unit tests cover the charm so a regression would surface.,"src/charm.py:24 (import), src/charm.py:173 (call)",inspection,grep -n 'ops.main' and 'main(' in src/charm.py -> line 24 from ops.main import main; line 173 main(PrometheusScrapeConfigCharm).,Observed: src/charm.py:24 'from ops.main import main' and src/charm.py:173 'main(PrometheusScrapeConfigCharm)'. Expected (ops>=2): 'from ops import main'. ops floor in pyproject.toml is >=2.x so the modern form is available; resolved ops 2.21.x.,Replace line 24 with 'from ops import main'; keep the call on line 173. Run tox -e unit and tox -e static.,"Secondary, lower-priority cleanup; same pattern recurs across these single-purpose charms. Baseline unit suite: 16 passed."
prometheus-scrape-target-k8s-operator,charm,55,https://github.com/canonical/prometheus-scrape-target-k8s-operator/issues/55,Add scrape_interval as a config option,existing-open-issue,enhancement,"good first issue, Type: Enhancement",easy,"The charm exposes per-target prometheus options (metrics_path, scheme, params, tls_config_*, basic_auth) but has no scrape_interval option, so operators cannot override the default 1m interval for non-juju targets (the issue gives haproxy@15s as the motivating case). The fix is to add scrape_interval to charmcraft.yaml config.options and wire it into the rendered job exactly like metrics_path/scheme are at src/charm.py:107-112.","Self-contained, additive change in two well-understood spots (config schema + one loop in _scrape_jobs). The existing test test_scrape_job_has_specified_labels (tests/unit/test_charm.py:78) is a copy-paste template for a new unit test asserting the option lands in the job. No architecture knowledge required.",charmcraft.yaml (config.options - currently no scrape_interval); src/charm.py:107-112 (the metrics_path/scheme option loop in _scrape_jobs),unit,"On VM: added a temp test mirroring tests/unit/test_charm.py that calls harness.update_config({'targets':'foo:1234','scrape_interval':'15s'}) and inspects the rendered scrape_jobs. Ran via tox -e unit / pytest.",REPRODUCED (unit). The Harness (which loads the real charmcraft.yaml config schema) raised: ValueError: unknown config option: 'scrape_interval' — proving the option does not exist in the charm's config and thus cannot be set or propagated into the scrape job. Observed: no scrape_interval option / it never reaches the job. Expected-after-fix: setting scrape_interval='15s' yields job['scrape_interval']=='15s'. Baseline suite: 11 passed.,"Add to charmcraft.yaml config.options: scrape_interval (type: string, description). In _scrape_jobs, add 'scrape_interval' to the option tuple at src/charm.py:107-110 so 'if value := self.model.config.get(option): job.update({option: value})' picks it up. Add a unit test asserting the rendered job contains the interval.","Enhancement (not a bug) but unusually clean and beginner-sized; labels Type: Enhancement, Status: Triage. Still open & valid. ops resolved 2.x; also note src/charm.py:16 uses deprecated 'from ops.main import main'."
prometheus-scrape-target-k8s-operator,charm,53,https://github.com/canonical/prometheus-scrape-target-k8s-operator/issues/53,"Yaml validation failed, but no error shown in Juju status",existing-open-issue,bug,Type: Bug,medium,"When prometheus rejects the charm's scrape config (e.g. unquoted label values, issue #52), prometheus writes a scrape_job_errors message into the relation databag, but prometheus-scrape-target shows ActiveStatus and never surfaces the failure. _update_prometheus_jobs sets ActiveStatus() as soon as the locally-built jobs list is non-empty (src/charm.py:91-92) and never observes/reads back the remote 'event'/'scrape_job_errors' field. Operators only discover the problem by noticing the target missing from the Prometheus UI.","Clear, well-described user-facing bug with a known trigger and a focused fix area (status reporting in one handler). Good for an intermediate first-timer; slightly above 'trivial' because it requires reading the remote relation databag and adding an observer.",src/charm.py:81-94 (_update_prometheus_jobs sets ActiveStatus unconditionally when jobs is non-empty); relation 'metrics-endpoint' databag field scrape_job_errors written by prometheus (per issue logs),integration-REPRODUCED-live,"Repro plan (needs live deploy): 1) juju deploy prometheus-k8s and prometheus-scrape-target-k8s. 2) Configure a target with an unquoted label value that fails cos-tool validate-config, e.g. labels=""dns_name:k8s-cluster-ai-1.maas"". 3) juju relate the two. 4) Observe: scrape-target unit shows 'active' while 'juju show-unit prometheus-scrape-target/0' relation application-data contains event: {""scrape_job_errors"": ""...validate-config... non-zero exit status 1""} and the target is absent from the Prometheus UI.","LIVE-REPRODUCED 2026-06-16: prometheus-k8s + scrape-target 2/stable; labels=1bad:value -> scrape-target ACTIVE (no error) while promtool check config FAILED: '1bad is not a valid label name'. Charm sets Active from local jobs only, never reads scrape_job_errors (charm.py:91-92). || needs-live-deploy (flagged for orchestrator). Code-level confirmation: src/charm.py:91-92 sets ActiveStatus() purely on local jobs being non-empty; grep shows the charm never reads 'scrape_job_errors' (no occurrence in src/charm.py), so a remote validation error cannot affect unit status. Cannot reproduce purely at unit tier because the error originates from prometheus' cos-tool writing back into the relation.","Observe self.on[metrics-endpoint].relation_changed and read the remote app/unit databag for 'scrape_job_errors' (or the 'event' JSON); if present, set BlockedStatus('Prometheus rejected scrape config, see debug-logs') instead of ActiveStatus. Closely related to #52 (label quoting) and #54 (stale data after failed validation).",Same root area as #52/#54. Cannot be unit-reproduced without a real prometheus; flagged integration. Baseline unit suite passes (11 passed).
canonical/pyroscope-operators,extra,,,Avoid hardcoding integration endpoints in the top-level Terraform module outputs,self-identified,cleanup,good first issue; Type: Enhancement,easy,"The top-level product Terraform module's terraform/outputs.tf hardcodes every coordinator integration-endpoint name as a string literal in its `provides` and `requires` outputs, instead of referencing the coordinator sub-module's provides/requires outputs (coordinator/terraform/outputs.tf). Unlike the sibling tempo-operators module -- which already wires several of its outputs to module.<coordinator>.provides/.requires -- the pyroscope top-level module uses NO module references at all. This duplication is a drift hazard: change an endpoint name in the coordinator module and the top-level literal silently goes stale. This is the same class of issue as tempo-operators#324 ('Avoid hardcoding endpoints in the TF module').","Terraform-only, single-file, mechanical change with an unambiguous done state and no charm/Python/architecture knowledge required. The correct target values already exist in coordinator/terraform/outputs.tf, and the exact desired pattern is demonstrated in the sibling repo (tempo-operators/terraform/outputs.tf), so the contributor mostly replaces literals with module references. Maintainers already labelled the identical tempo issue 'good first issue'.","terraform/outputs.tf (top-level product module); reference: coordinator/terraform/outputs.tf, coordinator/charmcraft.yaml",inspection,"multipass exec cos -- bash -lc 'git clone --depth 80 https://github.com/canonical/pyroscope-operators ~/work/pyroscope-operators'; cat -n terraform/outputs.tf  (all provides/requires values are bare string literals); cat -n coordinator/terraform/outputs.tf  (submodule already exposes provides{} and requires{}); grep -n 'module ""pyroscope_coordinator""' -A1 terraform/main.tf  (source=../coordinator/terraform).","confirmed-by-inspection. terraform/outputs.tf hardcodes everything: `provides` (lines 21-24) = pyroscope_cluster=""pyroscope-cluster"", grafana_dashboard=""grafana-dashboard"", grafana_source=""grafana-source"", metrics_endpoint=""metrics-endpoint""; `requires` (lines 30-38) = logging, ingress, certificates, send-remote-write, receive-datasource, catalogue, workload-tracing, charm-tracing, s3 -- all literals, zero module references. coordinator/terraform/outputs.tf already exposes matching maps: provides{} (lines 5-12) = grafana_dashboard, send_datasource, metrics_endpoint, pyroscope_cluster; requires{} (lines 14-23) = certificates, ingress, logging, charm_tracing, workload_tracing, s3, catalogue. A real drift ALSO exists: the top-level advertises provides.grafana_source=""grafana-source"" but the coordinator submodule's provides{} omits grafana_source and instead has send_datasource=""send-datasource""; coordinator/charmcraft.yaml defines BOTH grafana-source (line 74) and send-datasource (line 85) as real endpoints, so the submodule output is itself incomplete. For comparison, tempo-operators/terraform/outputs.tf already uses module references (e.g. module.tempo_coordinator.provides.provide_cmr_mesh), proving this is the intended pattern.","In terraform/outputs.tf, replace the literals in `provides`/`requires` with references to the coordinator sub-module outputs, e.g. pyroscope_cluster = module.pyroscope_coordinator.provides.pyroscope_cluster, grafana_dashboard = module.pyroscope_coordinator.provides.grafana_dashboard, logging = module.pyroscope_coordinator.requires.logging, etc. As part of the fix, reconcile the grafana_source/send_datasource gap: add grafana_source = ""grafana-source"" to coordinator/terraform/outputs.tf provides{} (both endpoints exist in charmcraft.yaml) so the top-level output can reference it. Watch the hyphen-vs-underscore key spellings (top-level send-remote-write/receive-datasource vs submodule send_remote_write/receive_datasource). Run `terraform fmt` and `terraform validate` in terraform/ if a TF toolchain is present.","Inspection-tier (Terraform, no unit env to run). Self-identified because the only label-eligible open issue, #285 ('use nginx module from charmlibs', tagged good first issue), is now OBSOLETE: coordinator/src/charm.py:16 already imports `from charmlibs.nginx_k8s import NginxConfig, TLSConfigManager` and no old nginx lib remains under coordinator/lib, so that issue is effectively done and was deliberately not picked. Directly mirrors tempo-operators#324, which maintainers accepted as a good-first-issue."
canonical/pyroscope-operators,extra,,,Add missing `description` fields to top-level Terraform module outputs,self-identified,documentation,good first issue; Type: Documentation,easy,"None of the outputs in the top-level terraform/outputs.tf (app_names, provides, requires) carry a `description` argument, so the module's published interface is undocumented in `terraform output`, generated docs, and the registry. The sibling tempo-operators module documents every one of these same outputs with a `description` (e.g. 'All application names which make up this product module', 'All Juju integration endpoints where the charm is the provider/requirer'). Adding the equivalent descriptions makes the pyroscope module consistent and self-documenting.","Tiny, self-contained, documentation-only edit to a single Terraform file with a ready-made reference (tempo's outputs.tf) to copy wording from. No code, tests, or architecture understanding needed; done state is unambiguous (each output has a description).",terraform/outputs.tf (top-level product module); reference: tempo-operators terraform/outputs.tf,inspection,multipass exec cos -- bash -lc 'git clone --depth 80 https://github.com/canonical/pyroscope-operators ~/work/pyroscope-operators'; grep -c 'description' terraform/outputs.tf  (returns 0); cat -n terraform/outputs.tf  (confirm app_names/provides/requires have no description); compare with tempo-operators/terraform/outputs.tf where each output has a description line.,"confirmed-by-inspection. `grep -c description terraform/outputs.tf` returns 0 -- the three outputs app_names (lines 1-17), provides (19-26) and requires (28-39) have no `description` argument. By contrast tempo-operators/terraform/outputs.tf gives each output a description ('All application names which make up this product module' on app_names; 'All Juju integration endpoints where the charm is the provider' / '... the requirer' on provides/requires), so the pyroscope module is the inconsistent/undocumented one.","Add a `description = ""...""` line to each output block in terraform/outputs.tf, reusing tempo-operators' wording: app_names -> 'All application names which make up this product module'; provides -> 'All Juju integration endpoints where the charm is the provider'; requires -> 'All Juju integration endpoints where the charm is the requirer'. Run `terraform fmt` in terraform/ to keep alignment.","Inspection-tier (Terraform). Independent of and smaller than the hardcoding cleanup (Pick 1), though both touch the same file -- could be combined into one PR if desired. Self-identified because the open-issue pool is thin/blocked: #285 is obsolete (nginx charmlib already adopted); #271 (remove cpu_limit/memory_limit) is explicitly future-work gated on 'track 3' and cross-repo coordination; #276 is a design-y TF storage enhancement; #315 is integration-tier and blocked on an upstream decision (flagged separately)."
canonical/s3proxy-rock,rock,,,Bump s3proxy to 3.2.0 (currently pinned at 2.0.0),self-identified,version-bump,good-first-issue;enhancement,easy,"rockcraft.yaml pins s3proxy to 2.0.0 in three places (version, source-tag, VERSION build-env). Upstream gaul/s3proxy latest stable is 3.2.0, several minor releases ahead.","Mechanical, well-scoped version bump in a single file with a clear upstream reference; good intro to rockcraft source-tag/build-environment fields.","rockcraft.yaml (version: '2.0.0'; parts.s3proxy.source-tag: s3proxy-2.0.0; build-environment VERSION: ""2.0.0"")",inspection,gh api repos/canonical/s3proxy-rock/contents/rockcraft.yaml --jq .content | base64 -d; gh api repos/gaul/s3proxy/releases/latest --jq .tag_name,"rockcraft.yaml: version: '2.0.0', source-tag: s3proxy-2.0.0, VERSION: ""2.0.0"". Upstream releases/latest = s3proxy-3.2.0 (prerelease=false, published 2026-06-15). Tags confirm 3.0.0/3.1.0/3.2.0 exist. Rock is multiple minor versions behind.","Update all three occurrences of 2.0.0 to 3.2.0 (version, source-tag s3proxy-3.2.0, VERSION). Confirm the s3proxy 3.x build still produces target/s3proxy with `mvn package` and that default-jdk JRE is still adequate.",No open issues in repo. Single rockcraft.yaml (no version subdirectories). Repo also uses legacy base syntax 'ubuntu:22.04'.
canonical/s3proxy-rock,rock,,,Add goss smoke tests for the s3proxy rock,self-identified,goss-test-gap,good-first-issue;tests,easy,The repo has no goss.yaml or any smoke tests. There is no automated check that the s3proxy service starts and responds on its S3 endpoint (port 80).,"Clear, additive task: create a goss.yaml verifying the s3proxy process runs and the HTTP S3 endpoint responds; mirrors the testing pattern used in sibling COS rocks (e.g. prometheus-rock goss.yaml).",new goss.yaml (and wiring into the build/test workflow if present),inspection,gh api 'repos/canonical/s3proxy-rock/git/trees/main?recursive=1' --jq '.tree[].path' | grep -iE 'goss|test|spread',"Tree listing returns no goss.yaml, no tests/, no spread/. Only files are rockcraft.yaml, start-s3proxy.sh, README, LICENSE, SECURITY.md, CODEOWNERS, and .github workflows.","Add goss.yaml with a process check for s3proxy/java and an http check against the S3 endpoint (S3PROXY_ENDPOINT http://0.0.0.0:80, e.g. GET http://localhost:80/ expecting a 403/200 S3-style response).",Optional second pick.
script-exporter-operator,charm,12,https://github.com/canonical/script-exporter-operator/issues/12,Change the path of script-exporter-script (move executable out of /etc/),existing-open-issue,enhancement,"good first issue, Type: Cleanup",easy,"The user-supplied script is written as an executable to /etc/script-exporter-script (src/charm.py:52), but /etc is for configuration, not executables; the file is written with mode=0o755 (src/charm.py:165), confirming it is an executable. The issue asks to relocate it to a more appropriate location such as /opt/ or /usr/bin/ (or under the charm's own dir). The path is referenced only via the single attribute self._single_script_path, so the change is centralized.",Labelled 'good first issue'. Single constant to change (src/charm.py:52) plus verifying the handful of internal references that all go through self._single_script_path. Clear definition of done; no architecture knowledge needed; unit tests do not hardcode the string so risk is low.,"src/charm.py:52 (self._single_script_path = LocalPath(""/etc/script-exporter-script"")); referenced at src/charm.py:112 (cleanup), :165 (write_text mode=0o755), :200 and :204 (script-name handling), :233 (scrape job target)",inspection,grep -rn '/etc/script-exporter-script' and '_single_script_path' src/charm.py. Confirm the path is an executable via the write mode at src/charm.py:165.,"Confirmed in code (current HEAD): src/charm.py:52 defines self._single_script_path = LocalPath(""/etc/script-exporter-script""); src/charm.py:165 writes it with mode=0o755 (i.e. an executable placed directly in /etc). Expected-after-fix: the script lives under an appropriate executables/state location (e.g. /opt/script-exporter/ or /usr/local/bin/), not /etc. Baseline unit suite: 4 passed (tox -e unit). Tests do not reference the literal path, so they remain green.","Change the constant at src/charm.py:52 to a non-/etc location (e.g. LocalPath(""/opt/script-exporter/script"") or under self._script_exporter_dir but clearly separated). All usages go through self._single_script_path so they follow automatically; double-check _remove_file_dir cleanup (:112) and the scrape-job path (:233). Update any docs/config defaults if they mention the old path.","Machine (systemd) charm, not k8s. Issue open & valid; labels include 'good first issue', Type: Enhancement, Status: Triage. ops main entrypoint here already uses the modern form (ops.main(...) per traceback in issue #16), so no ops.main cleanup needed."
script-exporter-operator,charm,16,https://github.com/canonical/script-exporter-operator/issues/16,Failed systemd unit results in charm getting stuck in config-changed hook,existing-open-issue,bug,Type: Bug,medium,"If a bad config_file makes the systemd service fail to start, the next config-changed (even one that fixes the config) crashes because _create_systemd_service calls service_restart then service_resume on a service that is not running, and service_resume raises SystemdError uncaught. This wedges the unit: the user cannot recover by fixing the config. The charm also restarts the service in multiple paths (src/charm.py:122, :301, :304) without guarding for a service that fails to come up with invalid config.","Clear, reproducible bug with a precise traceback pointing at src/charm.py:_create_systemd_service (service_resume). Fix is localized (guard/ordering of service start vs config write, or catch SystemdError and surface BlockedStatus). Slightly above trivial due to systemd interaction, so a good intermediate first issue.",src/charm.py:278-304 (_create_systemd_service: daemon_reload + service_restart + service_resume); src/charm.py:114-124 (_on_config_changed restarts service); src/charm.py:149-155 (_set_config_file writes config then creates service),integration-REPRODUCED-live,"Repro plan (needs live deploy on a machine model): 1) juju deploy script-exporter (latest/edge) with a working config_file. 2) juju config config_file=<broken yaml/command> so the systemd unit fails to start. 3) juju config config_file=<valid again>. Observe: config-changed raises charms.operator_libs_linux.v1.systemd.SystemdError: Attempted to resume 'script-exporter.service', but it is not running (per issue traceback), leaving the unit in error and unrecoverable via config.","LIVE-REPRODUCED 2026-06-16 (lxd: ubuntu+script-exporter dev/edge): malformed config_file -> unit stuck 'hook failed config-changed / awaiting error resolution'; unguarded yaml.safe_load at charm.py:186 (a 2nd unguarded point besides service_resume). || needs-live-deploy (flagged for orchestrator). Code-level confirmation: src/charm.py:304 calls service_resume(SERVICE_FILENAME) unconditionally after service_restart at :301; if the service failed to start (bad config), service_resume raises SystemdError which propagates out of the config-changed handler. Cannot reproduce at unit tier because it depends on a real systemd refusing to start the unit; the unit tests stub systemd.","In _create_systemd_service, write config/unit file first, then start the service defensively: wrap service_restart/service_resume in try/except SystemdError and, on failure, append BlockedStatus('script-exporter failed to start, check config') instead of letting the hook crash. Ensure a subsequent valid config can still reload+restart. Optionally use service_enable + service_start instead of resume.","Machine (systemd) charm. Issue open & valid (Type: Bug, Status: Triage). Baseline unit suite passes (4 passed). Flagged integration because the failure requires a real failed systemd unit."
canonical/signal-studio,extra,,,SIGNAL_STUDIO_MAX_YAML_SIZE_KB is read without validation; 0 or negative silently breaks config analysis,self-identified,bug,Type: Bug; good first issue,easy,"In backend/internal/api/handlers.go handleAnalyzeConfig parses SIGNAL_STUDIO_MAX_YAML_SIZE_KB with strconv.Atoi and assigns it directly to maxSize with no lower-bound check. It then calls io.ReadAll(io.LimitReader(r.Body, int64(maxSize)*1024)). A value of 0 (or negative) makes LimitReader return EOF immediately, so the body is read as empty and every /api/config/analyze request fails with a confusing YAML parse error rather than a clear configuration error. This is inconsistent with SIGNAL_STUDIO_SCRAPE_INTERVAL_SECONDS in cmd/server/serve.go, which validates the parsed value (n>=5 && n<=30) before using it.","Single-file, ~3-line fix mirroring the existing validation pattern already in serve.go. No architectural change, no ADR needed, easy to add a unit test (handlers_test.go already exists). Clear correct-vs-incorrect behaviour.",backend/internal/api/handlers.go (lines 42-49); pattern reference: backend/cmd/server/serve.go (lines 38-42); doc: backend/internal/serverconfig/env.go (line 18),inspection,"1) Clone repo. 2) Read backend/internal/api/handlers.go lines 42-49: maxSize := 256; if v := os.Getenv(""SIGNAL_STUDIO_MAX_YAML_SIZE_KB""); v != """" { if n, err := strconv.Atoi(v); err == nil { maxSize = n } }; body, err := io.ReadAll(io.LimitReader(r.Body, int64(maxSize)*1024)). No check that n>0. 3) Compare to backend/cmd/server/serve.go lines 38-42 which DOES guard: if n, err := strconv.Atoi(v); err == nil && n >= 5 && n <= 30 { ... }. 4) Go stdlib semantics: io.LimitReader(r, 0) yields a reader that returns (0, io.EOF) immediately; io.ReadAll returns empty []byte; config.Parse(empty) then errors. Go toolchain not installed on VM (command -v go -> not found) so verified by inspection of source + documented stdlib behaviour.","Confirmed by inspection: handlers.go:42-49 assigns maxSize=n with no >0 guard, unlike serve.go:38-42 (n>=5 && n<=30). grep over backend/**/*.go shows no test exercises maxSize<=0 (only refs are env.go:18, handlers.go:42-49). With SIGNAL_STUDIO_MAX_YAML_SIZE_KB=0 or a negative value, io.LimitReader limit becomes 0/negative => empty read => config.Parse fails for every analyze request. Go absent on VM so runtime not executed; logic is unambiguous.","Add a lower-bound guard before assigning, e.g. if n, err := strconv.Atoi(v); err == nil && n > 0 { maxSize = n } (optionally cap with an upper bound), matching serve.go's pattern. Add a handlers_test.go case asserting maxSize falls back to default when the env var is 0/negative/non-numeric.","Repo language: Go (gh api .language=Go). 0 open issues, so self-identified. Go 1.25 per backend/go.mod; backend coverage must stay >=80% per the repo's coverage policy, so include a unit test. Inspection-tier only because Go is not installed on VM and must-not-install constraint applies."
